fid,MDI_IDENT,STATUS_ID,STATUS,NAME,All_NAMES,DEP_CLASS,P_COMMOD,S_COMMOD,RGP_DIST,TWP_AREA,LL_DATUM,LATITUDE,LONGITUDE,DETAIL,potentiel
572,MDI52O11SW00037,1004,Occurrence,East Bay Property - Hoey Syndicate,"East Bay Property - Hoey Syndicate, Hoey Syndicate Occurrence, McVicar Lake 5",Mafic-Ultramafic Intrusion,"Copper, Nickel","Palladium, Platinum",Thunder Bay North,McVicar Lake Area,NAD83,51.566690000000001,-91.415279999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52O11SW00037,Intermédiaire
573,MDI41I05NE00047,1004,Occurrence,Trillabelle,"Gillespie, Trillabelle",,"Copper, Nickel","Cobalt, Gold, Platinum, Selenium, Silver, Tellurium",Sudbury,Trill,NAD83,46.493991999999999,-81.533410000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05NE00047,Très fort
574,MDI31C10NW00244,1004,Occurrence,Wm. McKnight,Wm. McKnight,,Nickel,Gold,Southern Ontario,Olden,NAD83,44.719943000000001,-76.816254000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C10NW00244,Faible
576,MDI31M05NE00039,1009,Past Producing Mine (Low Tonnage),"Kingsbury Silverware, Clark Donaldson","Dolmac Mines Ltd., Kingsbury Silverware, Clark Donaldson, Mining Corporation of Canada Ltd. (option), Rockzone Mines Ltd., Smith Cobalt Mines Ltd.",,Cobalt,"Copper, Nickel, Silver",Kirkland Lake,Coleman,NAD83,47.390669000000003,-79.638731000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00039,Fort
579,MDI31M05NE00037,1005,Past Producing Mine,King Edward Mining Company,"King Cobalt, King Edward Mining Company, National Mines Ltd., Rix Athabasca Uranium Mines Ltd., Silver Century, Silver Cliff Mine, United Cobalt Mines Ltd., Watts, York Ontario Silver Mines Ltd.",Vein (Cobalt-Type),"Cobalt, Silver","Copper, Lead, Nickel",Kirkland Lake,Coleman,NAD83,47.391303999999998,-79.654757000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00037,Fort
581,MDI31M05NE00204,1004,Occurrence,Michigan,Michigan,,Silver,"Cobalt, Nickel",Kirkland Lake,Coleman,NAD83,47.381464999999999,-79.661743000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05NE00204,Fort
592,MDI41I14SE00004,1005,Past Producing Mine,Nickel Offsets Mine,"Mining Location WD250, Mining Location WR 5 Nickel-Copper-Sulphide, Nickel Offsets Mine, Ross Mine",Mafic-Ultramafic Intrusion,"Copper, Gold, Nickel, Palladium, Platinum",,Sudbury,Foy,NAD83,46.758603999999998,-81.239474000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I14SE00004,Très fort
598,MDI000000000180,1004,Occurrence,Ontex Sample 65265,Ontex Sample 65265,,Nickel,,Timmins,Deloro,NAD83,48.411937999999999,-81.261217000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000180,Fort
599,MDI31C14SW00055,1003,Discretionary Occurrence,Anomaly 1068,Anomaly 1068,,"Chromium, Nickel",,Southern Ontario,Anglesea,NAD83,44.846133999999999,-77.305226000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C14SW00055,Faible
600,MDI41I10NE00083,1004,Occurrence,New Arcadia,New Arcadia,"Mafic-Ultramafic Intrusion, Vein (Polymetallic)","Copper, Gold, Nickel","Palladium, Platinum, Sulphur/Pyrite",Sudbury,Scadding,NAD83,46.628971000000000,-80.599960999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10NE00083,Très fort
601,MDI42A06NW00191,1004,Occurrence,O'Shea Shear Zone,"O'Shea Shear Zone, Ontex Resources DDH Fy-02-08",,"Gold, Nickel",,Timmins,Deloro,NAD83,48.408544999999997,-81.257912000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06NW00191,Fort
603,MDI31C13SE00099,1001,Deposit,Macassa,Macassa,,"Copper, Nickel","Cobalt, Gold, Silver, Zinc",Southern Ontario,Limerick,NAD83,44.868001000000000,-77.722539999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31C13SE00099,Faible
604,MDI52I11SE00004,1003,Discretionary Occurrence,Fletcher Lake West,"Fletcher Lake Occurrence, Fletcher Lake West",,"Copper, Nickel",,Thunder Bay North,Caribou River Area,NAD83,50.562770999999998,-89.005436000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52I11SE00004,Intermédiaire
607,MDI41K09NE00082,1004,Occurrence,McCauley,McCauley,,Iron,"Nickel, Titanium",Sault Ste. Marie,Jarvis,NAD83,46.674840000000003,-84.222684999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41K09NE00082,Faible
610,MDI41P09NW00010,1009,Past Producing Mine (Low Tonnage),B.L. Morrison,"B.L. Morrison, G.S. Welsh, Otisse",,Silver,"Cobalt, Nickel",Kirkland Lake,Mickle,NAD83,47.725067000000003,-80.442052000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P09NW00010,Fort
611,MDI52F11SW00032,1004,Occurrence,Boylen North,Boylen North,,Copper,Nickel,Kenora,Line Lake Area,NAD83,49.598593000000001,-93.328930999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52F11SW00032,Modéré
614,MDI41I11NW00009,1005,Past Producing Mine,Hardy Mine,Hardy Mine,,"Copper, Nickel","Cobalt, Gold, Iridium, Iron, Palladium, Platinum, Rhodium, Ruthenium, Selenium, Silver",Sudbury,Levack,NAD83,46.631028999999998,-81.399873999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I11NW00009,Très fort
619,MDI41I10SW00010,1005,Past Producing Mine,Blezard,Blezard,,"Copper, Nickel","Cobalt, Gold, Palladium, Platinum",Sudbury,Blezard,NAD83,46.557032000000000,-80.977862000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00010,Très fort
621,MDI41I10NE00078,1004,Occurrence,West Side Outlet Bay,West Side Outlet Bay,,"Copper, Nickel, Sulphur/Pyrite",,Sudbury,Scadding,NAD83,46.668021000000003,-80.674672999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10NE00078,Très fort
624,MDI41J08NE00005,1003,Discretionary Occurrence,Moon Lake,Moon Lake,,"Copper, Nickel",,Sudbury,Gerow,NAD83,46.420791999999999,-82.221588999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J08NE00005,Très fort
626,MDI000000002258,1004,Occurrence,Pulpwood Harbour West,Pulpwood Harbour West,,Zinc,"Copper, Nickel",Thunder Bay South,Mussy Lake Area,NAD83,48.585227000000003,-86.290581000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002258,Intermédiaire
630,MDI41P10NE00065,1008,Prospect,Powerful,"Lake Superior Resources Corp., Powerful",,Silver,"Cobalt, Nickel",Kirkland Lake,Lawson,NAD83,47.634109000000002,-80.651897000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00065,Fort
631,MDI31M05SE00118,1008,Prospect,Oxford Cobalt Silver Mines Ltd.,"Consolidated Professor Mines Ltd., Oxford Cobalt Silver Mines Ltd., Professor Silver Mines Ltd., South Giroux Mines Ltd.",,Silver,"Cobalt, Copper, Lead, Nickel, Zinc",Kirkland Lake,Gillies Limit,NAD83,47.360058000000002,-79.664839999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M05SE00118,Fort
632,MDI52H04NW00003,1004,Occurrence,Laurion Lake,"Kuhner Tib Lake, Laurion Lake",,"Copper, Nickel, Palladium, Platinum",Gold,Thunder Bay South,Tib Lake Area,NAD83,49.234361000000000,-89.794207999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52H04NW00003,Intermédiaire
633,MDI41I10SW00020,1007,Producing Mine,Stobie Mine,Stobie Mine,,"Copper, Nickel","Cobalt, Gold, Palladium, Platinum",Sudbury,Blezard,NAD83,46.540385000000001,-80.993493000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00020,Très fort
635,MDI41P10NE00053,1004,Occurrence,Wigwam Lake,"Tormont Mines, Wigwam Lake",,Copper,"Cobalt, Nickel, Silver",Kirkland Lake,Haultain,NAD83,47.692323000000002,-80.666329000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P10NE00053,Fort
637,MDI42A03SE00032,1004,Occurrence,Moss-Tremblay,"Moss-Tremblay, Southern Cross",,Nickel,,Timmins,Zavitz,NAD83,48.021585999999999,-81.085725999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03SE00032,Fort
644,MDI52G03SE00003,1003,Discretionary Occurrence,Nicuso,Nicuso,,"Copper, Nickel",,Thunder Bay South,Richardson Lake Area,NAD83,49.059719000000001,-91.177381999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI52G03SE00003,Intermédiaire
647,MDI41I06NW00086,1004,Occurrence,Century Mine,Century Mine,Mafic-Ultramafic Intrusion,Nickel,"Cobalt, Copper",Sudbury,Graham,NAD83,46.419220000000003,-81.218503999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00086,Très fort
648,MDI41I06NE00086,1004,Occurrence,"Lots 1, 2, 3, Con 4","Lots 1, 2, 3, Con 4",,"Copper, Nickel",,Sudbury,Graham,NAD83,46.412365999999999,-81.206688000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00086,Très fort
649,MDI41I06NE00083,1004,Occurrence,"Lot 2, Con 4","Lot 2, Con 4",,Nickel,,Sudbury,Graham,NAD83,46.422130000000003,-81.196939000000000,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NE00083,Très fort
650,MDI42A02SW00039,1004,Occurrence,Argyle - 1,Argyle - 1,,Nickel,,Kirkland Lake,Argyle,NAD83,48.029806000000001,-80.818498000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A02SW00039,Fort
653,MDI000000000483,1004,Occurrence,Great Plains DDH 72-C-16,Great Plains DDH 72-C-16,,Nickel,,Thunder Bay North,Bugbee Lake Area,NAD83,52.215547000000001,-90.482246000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000483,Intermédiaire
662,MDI42A10NW00002,1001,Deposit,Alexo Mine,"Alexo Deposit, Alexo Mine, Alexo North, Harlin Nickel",Komatiite-hosted,"Copper, Nickel, Palladium, Platinum",Cobalt,Timmins,Dundonald,NAD83,48.657988000000003,-80.812539000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A10NW00002,Fort
663,MDI000000002139,1001,Deposit,North VT Rim,North VT Rim,Mafic-Ultramafic Intrusion,Palladium,"Copper, Gold, Nickel, Platinum",Thunder Bay South,Lac Des Iles Area,NAD83,49.177604000000002,-89.607999000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002139,Intermédiaire
664,MDI000000004279,1001,Deposit,Reid Nickel,Reid Nickel,"Komatiite-hosted, Mafic-Ultramafic Intrusion",Nickel,"Chromium, Cobalt, Iron, Palladium, Platinum",Timmins,Reid,NAD83,48.791578999999999,-81.580692999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000004279,Fort
665,MDI000000002167,1004,Occurrence,Wall Zone,"Jm-99-0776, Wall Zone",,"Palladium, Platinum","Copper, Nickel",Thunder Bay South,Lac Des Iles Area,NAD83,49.227615999999998,-89.584821000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002167,Intermédiaire
666,MDI000000002165,1004,Occurrence,T400W Occurrence,"T-99-400-426, T400W Occurrence",Mafic-Ultramafic Intrusion,Palladium,"Copper, Nickel",Thunder Bay South,Lac Des Iles Area,NAD83,49.220013999999999,-89.586827999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002165,Intermédiaire
667,MDI000000002164,1004,Occurrence,Peninsula,Peninsula,Mafic-Ultramafic Intrusion,"Palladium, Platinum","Copper, Gold, Nickel",Thunder Bay South,Lac Des Iles Area,NAD83,49.224471999999999,-89.596635000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002164,Intermédiaire
669,MDI31M04SE00024,1004,Occurrence,Temagami-Lorrain,Temagami-Lorrain,,"Cobalt, Gold","Arsenic, Copper, Nickel, Silver",Kirkland Lake,Cassels,NAD83,47.111055000000000,-79.682837000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31M04SE00024,Fort
674,MDI000000000793,1004,Occurrence,Argyle -2,Argyle -2,,Nickel,,Kirkland Lake,Argyle,NAD83,48.028413000000000,-80.814606999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000793,Fort
677,MDI000000000166,1008,Prospect,Pele Mountain DH PM-03-02,"Lalonde-Robitaille Property, Pele Mountain DH PM-03-02, Texmont Extension Property",Komatiite-hosted,"Gold, Nickel",Copper,Timmins,Geikie,NAD83,48.156748999999998,-81.201239000000001,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000166,Fort
682,MDI42A04NW00025,1004,Occurrence,Norduna,"Dunvegan, Hoodoo Lake Mines, Norduna",Magmatic,"Copper, Nickel","Gold, Platinum, Zinc",Timmins,Kenogaming,NAD83,48.151521000000002,-81.934757000000005,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A04NW00025,Fort
683,MDI42A04NW00051,1004,Occurrence,Milne Nickel,Milne Nickel,,Nickel,,Timmins,Kenogaming,NAD83,48.163792999999998,-81.934764999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A04NW00051,Fort
685,MDI42A03NE00028,1004,Occurrence,Texmont DH A-8,"Texmont Block C, Texmont DH A-8",Mafic-Ultramafic Intrusion,Nickel,,Timmins,Geikie,NAD83,48.185184000000000,-81.203597000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A03NE00028,Fort
686,MDI000000000337,1004,Occurrence,Queenston Claim 42728,Queenston Claim 42728,Komatiite-hosted,Nickel,,Timmins,Bartlett,NAD83,48.117279000000003,-81.215823999999998,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000000337,Fort
693,MDI31F04NE00091,1003,Discretionary Occurrence,Mangrove Bay L8W showing,Mangrove Bay L8W showing,Mafic-Ultramafic Intrusion,Chromium,"Copper, Nickel, Platinum",Southern Ontario,Raglan,NAD83,45.212367000000000,-77.490236999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31F04NE00091,Faible
694,MDI31F04NE00076,1003,Discretionary Occurrence,Ameranium Showing,"Ameranium Showing, Mangrove Bay L35W Anomaly",Mafic-Ultramafic Intrusion,"Copper, Nickel",Chromium,Southern Ontario,Raglan,NAD83,45.200730000000000,-77.521317999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI31F04NE00076,Faible
695,MDI41I10SW00059,1004,Occurrence,Malbeuf and Martin,Malbeuf and Martin,,"Copper, Nickel",,Sudbury,Garson,NAD83,46.570886999999999,-80.924966999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00059,Très fort
697,MDI41I06NW00106,1003,Discretionary Occurrence,McConnell Prospect,"Flett, Lot 11, Con 4, McConnell Prospect",Igneous Contact,"Copper, Nickel",,Sudbury,Denison,NAD83,46.423895000000002,-81.418512000000007,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I06NW00106,Très fort
699,MDI41J01NE00050,1003,Discretionary Occurrence,North Wahsesee Lake,North Wahsesee Lake,,Nickel,"Copper, Sulphur/Pyrite",Sudbury,Salter,NAD83,46.215021999999998,-82.159554999999997,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41J01NE00050,Très fort
700,MDI000000001715,1008,Prospect,Seagull,"Nipigon Reefs, Seagull, Wolf Mountain",Mafic-Ultramafic Intrusion,"Copper, Nickel, Palladium, Platinum",Gold,Thunder Bay South,Leckie Lake Area,NAD83,49.026994000000002,-88.956197000000003,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001715,Intermédiaire
701,MDI41I10SW00048,1004,Occurrence,Dryden North,"Dryden North, L.G. Frank",,Copper,Nickel,Sudbury,Dryden,NAD83,46.532155000000003,-80.784263999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I10SW00048,Très fort
709,MDI53H12SW00003,1004,Occurrence,Beardy Creek,"Beardy Creek, Big Trout Lake",Mafic-Ultramafic Intrusion,"Chromium, Copper, Nickel",,Thunder Bay North,Nemeigusabins Lake Area,NAD83,53.601733000000003,-89.913925000000006,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI53H12SW00003,Intermédiaire
715,MDI41I05SW00109,1004,Occurrence,Pronto No 7,Pronto No 7,,"Copper, Nickel",,Sudbury,Shakespeare,NAD83,46.280797999999997,-81.921049999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41I05SW00109,Très fort
717,MDI000000001915,1004,Occurrence,Frazer Creek,Frazer Creek,,Uranium,Nickel,Thunder Bay South,Purdom,NAD83,49.214812999999999,-88.427010999999993,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000001915,Intermédiaire
719,MDI41P11NE00044,1004,Occurrence,Arthur Lake,"Arthur Lake, KRL Resources Corp/Cross Lake Minerals",,Nickel,"Cobalt, Copper, Gold, Silver, Zinc",Kirkland Lake,Knight,NAD83,47.698067000000002,-81.070888999999994,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI41P11NE00044,Fort
721,MDI42A06SE00016,1001,Deposit,CarLang A Zone,"CarLang A Zone, Domininon Gulf Group 1, International Nickel DDH 43232-0, Mespi Mines DDH Cl#3",,Nickel,"Asbestos, Cobalt, Iron",Timmins,Carman,NAD83,48.365164000000000,-81.022311000000002,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A06SE00016,Fort
728,MDI42D16NE00009,1004,Occurrence,Violamac West,"Goodchild Prospect, Violamac West",,"Copper, Nickel, Silver",,Thunder Bay South,Cirrus Lake Area,NAD83,48.881438000000003,-86.214946999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42D16NE00009,Intermédiaire
730,MDI42B01NE00011,1004,Occurrence,Purdy Mica,"Claim S17557, Cook, Mortson-Robertson, Purdy Mica","Magmatic, Volcanogenic",Copper,Nickel,Timmins,Keith,NAD83,48.138533000000002,-82.228477999999996,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42B01NE00011,Fort
734,MDI000000002927,1003,Discretionary Occurrence,Winisk Property,Winisk Property,,"Chromium, Nickel",,Thunder Bay North,BMA 532 871,NAD83,53.242277999999999,-87.033895999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002927,Intermédiaire
735,MDI000000003178,1001,Deposit,Bannockburn B Zone,Bannockburn B Zone,Komatiite-hosted,Nickel,"Chromium, Cobalt, Iron, Palladium, Platinum, Sulphur/Pyrite",Kirkland Lake,Bannockburn,NAD83,47.976838999999998,-80.909082999999995,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000003178,Fort
740,MDI42A15SW00043,1004,Occurrence,Pekarik DDH No. 1,Pekarik DDH No. 1,,Nickel,Copper,Timmins,Aurora,NAD83,48.818955000000003,-80.778800000000004,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI42A15SW00043,Fort
741,MDI000000002424,1004,Occurrence,Gulag,Gulag,,"Cobalt, Copper, Nickel, Palladium",Zinc,Red Lake,Mulcahy,NAD83,51.006458000000002,-94.213661999999999,https://www.geologyontario.mines.gov.on.ca/persistent-linking?mineral-inventory=MDI000000002424,Modéré
